WKT,group,支社略通称線,支社コード,支社,支社略,通称線コード,通称線,begin,end,length,cnt_toboku,cnt_bassai2022,cnt_bassai2023,cnt_bassai2024,cnt_bassai2022-2024,
"LINESTRING (140.4762501 36.3710716,140.4806711 36.37179333,140.4847583 36.37701939,140.4833165 36.41181478,140.4935943 36.4297231,140.4921254 36.45211815,140.4930521 36.46016558,140.4905768 36.46307265,140.4696427 36.46924011,140.454856 36.49441569,140.4308637 36.5119022,140.4212618 36.52613121,140.4204027 36.53057014,140.4175835 36.53436937,140.4176232 36.53880373,140.4107039 36.55007806,140.3955849 36.5556811,140.3927271 36.5611964,140.3733293 36.5730935,140.3751404 36.5819546,140.3744544 36.59448979,140.3826344 36.59892056,140.3871984 36.60506735,140.3964215 36.60717344,140.3977281 36.61605393,140.4017037 36.62134388,140.3999458 36.62739954,140.3897492 36.63791306,140.3931798 36.65184662,140.3923086 36.65534336,140.3868835 36.66085244,140.3873315 36.67160099,140.3858873 36.67681654,140.3927642 36.68837102,140.3845045 36.6977748,140.3816989 36.70366998,140.3865513 36.71430551,140.3740555 36.72249876,140.3780266 36.72977116,140.3745885 36.73718436,140.3801785 36.74366025,140.379078 36.75796386,140.3752936 36.76090633,140.3632519 36.75917411,140.3561869 36.76179541,140.345506 36.77851479,140.3702817 36.80122917,140.3702063 36.81444939,140.3810523 36.81774118,140.3797595 36.82659991,140.3810942 36.83189668,140.3851687 36.83599545,140.3875147 36.84659135,140.3998243 36.85224138,140.4054867 36.84986441,140.4086439 36.85034449,140.4133196 36.85729026,140.4235921 36.86508307,140.4230519 36.87499719,140.4188879 36.88231353,140.4146316 36.90915091,140.4185677 36.91831314,140.4154956 36.92405295,140.4163323 36.93550832,140.4139332 36.94043453,140.4147271 36.94761655,140.4148564 36.9485108,140.4172655 36.95245333,140.4097006 36.96226528,140.4008804 36.97887011,140.3990352 36.99132902,140.393985 36.99722297,140.3932331 37.02784062,140.3830454 37.03712261,140.3885243 37.04353592,140.3929153 37.04604537,140.3887513 37.05410967,140.3940278 37.06402657,140.4139308 37.07707883,140.4149328 37.08692282,140.4099304 37.09387335,140.41021 37.09649049,140.416969 37.10481283,140.4219187 37.10683438,140.4250604 37.1104708,140.4342662 37.113218,140.4372426 37.11905567,140.4364492 37.12690018,140.4427651 37.1363201,140.4443752 37.14249243,140.4408114 37.14891464,140.4404652 37.15424032,140.4308917 37.16177287,140.4230788 37.16509598,140.4211863 37.16834735,140.4209534 37.1791007,140.4162626 37.18293332,140.4102542 37.1850321,140.400386 37.20001464,140.4056834 37.21366552,140.4007689 37.229393,140.4021096 37.23367661,140.4002961 37.23972057,140.4068095 37.24242405,140.4088729 37.24550808,140.4090682 37.25618839,140.4033585 37.26679345,140.4151627 37.28094223,140.4230483 37.28393423,140.4260722 37.29254288,140.4403091 37.30514076,140.4409721 37.3095205,140.4366998 37.31367813,140.4278407 37.31381303,140.411202 37.32136921,140.4054112 37.33304403,140.3989396 37.33922813,140.381463 37.34225943)",水戸支社_水郡線,水戸水郡線,412,水戸支社,水戸,487,水郡線,0,134900,134762.678,5,0,10,0,10,0.074204521
"LINESTRING (140.4924904 36.45534386,140.4956971 36.47407295,140.5033659 36.48293268,140.5042659 36.49175257,140.5097956 36.49710918,140.5162918 36.4999095,140.5163553 36.50627367,140.525477 36.52061692,140.5282012 36.53022958)",水戸支社_太田線,水戸太田線,412,水戸支社,水戸,488,太田線,0,9400,9397.024538,0,0,0,0,0,0
"LINESTRING (139.8337809 36.30354726,139.8810239 36.29702952,139.9188573 36.29592815,139.9903028 36.30594614,140.0087449 36.31208201,140.1009806 36.35964351,140.1616241 36.35288772,140.1703129 36.34731216,140.1735337 36.34691705,140.1898154 36.35259242,140.206705 36.36444053,140.2312294 36.37690529,140.2524444 36.3713325,140.2574875 36.36552124,140.2661325 36.36380207,140.2783335 36.35103587,140.2890645 36.34459501,140.3050771 36.35036641)",水戸支社_水戸線,水戸水戸線,412,水戸支社,水戸,516,水戸線,3100,50100,47147.25387,1,1,0,0,1,0.021210143
"LINESTRING (140.8928372 37.05832791,140.8819728 37.05620692)",水戸支社_磐越東線,水戸磐越東線,412,水戸支社,水戸,555,磐越東線,0,1000,1005.305042,0,0,0,0,0,0
"LINESTRING (139.9301607 35.81560361,139.9368741 35.79841542,139.9469874 35.76149051,139.9680468 35.72790136,139.9676144 35.72073423,139.9600043 35.70776059)",千葉支社_武蔵野線,千葉武蔵野線,413,千葉支社,千葉,201,武蔵野線,83800,96600,12796.96651,0,81,143,111,335,26.17807898
"LINESTRING (139.7811042 35.69771815,139.7962147 35.69571948,139.8337495 35.69792783,139.8411677 35.705604,139.8827413 35.73390177,139.8876492 35.7358572,139.891969 35.73554977,139.9705083 35.70253287,140.0118787 35.69816436,140.0235811 35.68865586,140.025938 35.68650869,140.0566435 35.66052987,140.0605002 35.6573132,140.0612933 35.65668581,140.0697601 35.65241791,140.0805731 35.65074507,140.0841731 35.64871221,140.109222 35.61585413,140.1146638 35.61335501,140.1100001 35.61522362,140.1156013 35.61329867,140.1107808 35.6145952,140.1166771 35.61351733,140.1115644 35.61396922,140.1177323 35.61407558,140.1124183 35.61340903,140.1184668 35.61454326,140.1132968 35.61287356,140.1194275 35.61516041,140.1241238 35.61818329,140.1522723 35.63839942,140.1582692 35.65919922,140.1820259 35.67212603,140.1884296 35.67825129,140.1963918 35.68139741,140.2033001 35.6894552,140.2063891 35.69707225,140.2172884 35.70728438,140.2210324 35.70903889,140.2371744 35.71067892,140.2481709 35.70652813,140.25905 35.70738164,140.2711693 35.70315425,140.2979271 35.67331854,140.3348664 35.65374077,140.3381748 35.64915667,140.3491339 35.64313135,140.353948 35.63411288,140.3698744 35.6245532,140.3792528 35.61346528,140.4016048 35.60850172,140.426987 35.60871994,140.4353088 35.61290676,140.4752283 35.65379775,140.5020501 35.66802452,140.5186682 35.68368024,140.5765446 35.71172242,140.6125991 35.72045907,140.6578314 35.72227563,140.7093926 35.73572938,140.7161774 35.73869633,140.7216196 35.7386678,140.729018 35.7460241,140.7398721 35.74770087,140.7737635 35.74822469,140.8161917 35.73068705,140.8271086 35.72939417)",千葉支社_総武本線,千葉総武本線,413,千葉支社,千葉,650,総武本線,4900,4200,122484.7281,1,0,0,0,0,0
"LINESTRING (139.8264793 35.69711715,139.8227507 35.69462959,139.8238783 35.69114849,139.8241745 35.68575177,139.8243241 35.68485857,139.8244817 35.6839534,139.824638 35.68306755,139.8249482 35.6812903,139.8249476 35.68129387,139.8252587 35.67949756,139.8254245 35.67855699,139.8256189 35.67769476,139.8257505 35.67682676,139.8249468 35.66692921,139.8231132 35.66368506,139.8202428 35.66257298,139.8272637 35.69715568,139.8356973 35.69894956,139.8403143 35.70505911,139.8546164 35.71493048)",千葉支社_越中島線,千葉越中島線,413,千葉支社,千葉,652,越中島線,0,9600,11473.94213,0,0,0,0,0,0
"LINESTRING (139.86655 35.72286722,139.8717003 35.72745239,139.8730225 35.73539233,139.8644549 35.74590134,139.8606695 35.76361309)",千葉支社_金町線,千葉金町線,413,千葉支社,千葉,653,金町線,1000,5900,5445.55336,0,0,0,0,0,0
"LINESTRING (139.7952638 35.6960528,139.8347989 35.6983945,139.8411131 35.70566509,139.8826777 35.73395968,139.8875807 35.73592644,139.8919352 35.73564146,139.9705777 35.70260425,140.0120801 35.69813552,140.0431574 35.67373508,140.0545094 35.6626328,140.0598384 35.65804076,140.0606077 35.65739338,140.0614006 35.65676641,140.0698218 35.65248252,140.0834742 35.64940259,140.1015754 35.62466186,140.1093901 35.61594791,140.1139181 35.61350596)",千葉支社_総武本快速,千葉総武本快速,413,千葉支社,千葉,655,総武本快速,3400,39100,35898.42638,0,0,0,5,5,0.139281871
"LINESTRING (140.1138506 35.61288326,140.1166697 35.61010128,140.1328295 35.5783106,140.1434541 35.57046242,140.1571766 35.56469624,140.1753621 35.56473483,140.1906313 35.55604739,140.2104231 35.5480311,140.2417569 35.53934004,140.2545113 35.53407844,140.2837716 35.5280653,140.2964747 35.53000029,140.3128056 35.52095364,140.313066 35.50942327,140.2958422 35.43242291,140.3478857 35.40250262,140.3661448 35.38466241,140.3643884 35.36775387,140.3799064 35.34092102,140.381624 35.31681317,140.380652 35.30883281,140.3834835 35.29855109,140.3915978 35.28182754,140.389571 35.26930731,140.3911308 35.24591148,140.3810163 35.22503532,140.3764034 35.21890658,140.3733705 35.21030083,140.3730609 35.20400195,140.3702996 35.20012418,140.3548271 35.1917672,140.3433809 35.177466,140.3323942 35.16758049,140.3266513 35.16508372,140.3198753 35.15613724,140.3082867 35.15105194,140.2977134 35.15229062,140.2756562 35.13924578,140.2630714 35.1403552,140.2470589 35.13582051,140.2422562 35.13020911,140.2264669 35.11835291,140.2177749 35.11766851,140.2048527 35.11968209,140.1949006 35.12908908,140.1841308 35.12785074,140.175569 35.12935649,140.1649024 35.12488106,140.1565322 35.12629311,140.1413356 35.12123033,140.1255755 35.12421556,140.1138437 35.11769612,140.1040221 35.10797956)",千葉支社_外房線,千葉外房線,413,千葉支社,千葉,656,外房線,0,93600,92220.02265,4,80,584,251,915,9.921923393
"LINESTRING (140.1310196 35.58188246,140.133913 35.57506265,140.1347868 35.55885374,140.1289701 35.54429985,140.1171479 35.53360908,140.0862153 35.51053492,140.0784651 35.50180455,140.0522131 35.48395327,140.0345262 35.47478091,140.0296691 35.46995,140.0148497 35.46056321,139.963498 35.43430133,139.9412814 35.42481793,139.9290468 35.40777649,139.9246741 35.36920766,139.9182495 35.3473547,139.9120382 35.34119677,139.9099617 35.33258862,139.9036248 35.33149328,139.8814434 35.33618798,139.8631608 35.33319061,139.8520507 35.32592186,139.8504796 35.31436926,139.8578316 35.28343042,139.8654373 35.27046363,139.8712907 35.26814888,139.8745017 35.26449751,139.8779352 35.25495622,139.8778963 35.24344328,139.871097 35.23418406,139.871857 35.22520292,139.869448 35.21834193,139.8620529 35.21456127,139.8492838 35.21256306,139.8447301 35.20482793,139.8366556 35.20207542,139.8230624 35.19312089,139.8200112 35.1894115,139.8189125 35.18407139,139.8194693 35.17089188,139.8273603 35.16500421,139.8298782 35.151648,139.8402599 35.13802323,139.839724 35.12911774,139.8327339 35.1189397,139.8325353 35.11632073,139.8350872 35.11040808,139.8481458 35.10082161,139.8504124 35.0883925,139.8485078 35.08426235,139.8421543 35.08079011,139.8367836 35.07510401,139.8307748 35.05988176,139.8360264 35.05208037,139.839163 35.04159728,139.8482562 35.03384588,139.8611344 35.0139818,139.8625561 35.00870867,139.8620781 34.99164161,139.8701832 34.98764809,139.8853968 34.98830125,139.8887714 34.9905256,139.8929626 34.99771068,139.9057672 34.9989018,139.9173759 34.9965109,139.9220428 34.99159361,139.9327623 34.98708968,139.9391654 34.98638861,139.9509723 34.97723852,139.9573008 34.97771843,139.9638891 34.98479375,139.9712762 35.00554785,139.9711474 35.0118208,139.9743799 35.01849631,140.0036859 35.03227257,140.0095869 35.03739182,140.0169001 35.03798804,140.0267572 35.05078908,140.0564892 35.06207146,140.0714105 35.0619482,140.0765854 35.06506871,140.0843261 35.07426175,140.0956319 35.07725022,140.0966558 35.07968192,140.0955569 35.08410769,140.0910131 35.08994131,140.0966422 35.10167176,140.1034351 35.10744279)",千葉支社_内房線,千葉内房線,413,千葉支社,千葉,658,内房線,0,119300,119193.7606,2,7,40,91,138,1.157778723
"LINESTRING (140.314023 35.77768328,140.3145545 35.78117737,140.3115859 35.78490057,140.3119388 35.79205858,140.3162105 35.79704677,140.3645583 35.79261908,140.3726419 35.78995873,140.3782777 35.78559916,140.3885079 35.77171619,140.3871185 35.76667171)",千葉支社_成田線空港,千葉成田線空港,413,千葉支社,千葉,661,成田線空港,0,10700,10694.88677,0,0,0,12,12,1.122031515
"LINESTRING (140.2315721 35.71039237,140.2369842 35.71081928,140.2480033 35.70663879,140.2545059 35.70708862,140.2601894 35.71217192,140.2714827 35.71779722,140.2721518 35.72702252,140.2769473 35.73411914,140.2862167 35.73884938,140.2926357 35.74817648,140.3073134 35.7561061,140.3076348 35.76927693,140.3129737 35.77604168,140.3146648 35.7802491,140.3138734 35.78191422,140.3069868 35.78417456,140.3016544 35.78868266,140.2983935 35.79529105,140.2740472 35.8100749,140.2595515 35.82703397,140.2354383 35.83953881,140.2159757 35.83734209,140.1969115 35.82873841,140.1798045 35.83677986,140.1723699 35.83854587,140.1427186 35.83918279,140.1348678 35.8455164,140.1285453 35.85693851,140.1124197 35.86268951,140.102528 35.86200725,140.0952198 35.86405801,140.089798 35.86348199,140.0807917 35.8668192,140.0589111 35.86977763,140.0435102 35.86859327)",千葉支社_成田線我孫,千葉成田線我孫,413,千葉支社,千葉,662,成田線我孫,500,42900,42322.76928,1,0,0,0,0,0
"LINESTRING (140.3146271 35.77938875,140.3115457 35.78486684,140.3121724 35.7928859,140.3264803 35.81218689,140.3270643 35.81843448,140.3297579 35.82435602,140.335887 35.83075973,140.344764 35.83570633,140.3450713 35.85281549,140.3429867 35.86247289,140.3468752 35.86885749,140.3459529 35.8750015,140.3516361 35.88050785,140.3894905 35.88686819,140.4158027 35.89618188,140.4521065 35.88829282,140.4814278 35.90210647,140.4965102 35.89319654,140.5018335 35.89223617,140.5106417 35.8928235,140.5227843 35.89720884,140.5415426 35.89855839,140.5573274 35.8945365,140.5677106 35.88788213,140.5934619 35.86310051,140.5975143 35.853821,140.6006009 35.85131591,140.6191871 35.84552367,140.6301136 35.84671882,140.6477717 35.84597396,140.6598574 35.83687561,140.6764092 35.83661374,140.6877458 35.83319517,140.7005548 35.8219886,140.7041818 35.8134973,140.71358 35.80025568,140.7448448 35.76983939,140.7599677 35.7646653,140.7837117 35.74455859,140.7943572 35.73982285)",千葉支社_成田線松岸,千葉成田線松岸,413,千葉支社,千葉,663,成田線松岸,200,62200,62004.2359,0,0,0,0,0,0
"LINESTRING (140.5375722 35.89839277,140.5418918 35.89909817,140.5447005 35.90175373,140.5464752 35.92691832,140.5499777 35.93829395,140.5501209 35.94727395,140.5522437 35.95038503,140.5769612 35.96045061,140.5951821 35.95799669,140.6095317 35.96764505,140.6331638 35.97231717,140.6361063 35.97493852,140.639214 35.98261263,140.6363039 35.99210931)",千葉支社_鹿島線,千葉鹿島線,413,千葉支社,千葉,664,鹿島線,500,17300,16789.10312,0,0,0,0,0,0
"LINESTRING (139.9264046 35.38142631,139.9273784 35.38664907,139.9381977 35.39095778,139.9533229 35.39271931,139.9792183 35.38975409,139.9967878 35.39043801,140.0108687 35.38835666,140.0156297 35.38623855,140.0387006 35.38597601,140.0543474 35.37468032,140.0586248 35.36751921,140.055471 35.35616606,140.0552959 35.34354508,140.0600791 35.32690054,140.0563792 35.31881555,140.066571 35.31066209,140.0709948 35.30053213,140.0750759 35.29765966,140.0784257 35.29112098,140.0724096 35.28636602,140.0729344 35.28044128,140.0569777 35.26842969,140.0561448 35.26598677,140.0587543 35.26203559,140.063634 35.26031934,140.0655761 35.25435483,140.0761446 35.24974575,140.0850908 35.23642669,140.0891251 35.23339223)",千葉支社_久留里線,千葉久留里線,413,千葉支社,千葉,665,久留里線,0,32000,31963.02042,0,0,22,41,63,1.971027743
"LINESTRING (139.9596221 35.70710799,139.956567 35.702347,139.956078 35.69529418,139.9584747 35.69243017,139.96588 35.69093797)",千葉支社_京葉二俣支,千葉京葉二俣支,413,千葉支社,千葉,666,京葉二俣支,0,2500,2483.265167,0,0,0,0,0,0
"LINESTRING (140.3109328 35.52299522,140.3150435 35.52365695,140.3501608 35.5532965,140.38762 35.57234749,140.412196 35.59425933,140.4174325 35.60510308,140.416091 35.60752096,140.4120296 35.6084435)",千葉支社_東金線,千葉東金線,413,千葉支社,千葉,667,東金線,0,13700,20104.04604,0,0,0,0,0,0
"LINESTRING (139.8106767 35.66135953,139.8149721 35.66088988,139.8179499 35.65823361,139.8200581 35.64857846,139.8231074 35.64609964,139.8373229 35.64711521,139.8571264 35.64587996,139.8873781 35.63493304,139.8927715 35.63464414,139.9166296 35.65320016,139.9253444 35.66975178,139.9267325 35.67116225,139.9343164 35.67772694,139.9350792 35.67838569,139.9358545 35.67904121,139.9546255 35.69010729,139.9642058 35.69143197,139.9895199 35.68472092,139.9982347 35.68084832,140.0053597 35.6720363,140.0672612 35.63137114,140.0815441 35.62723286,140.1077694 35.60168729,140.1165605 35.59827444,140.1217133 35.59134067,140.1272627 35.58847873,140.1308932 35.58201211)",千葉支社_京葉線,千葉京葉線,413,千葉支社,千葉,668,京葉線,4700,43000,38367.43042,0,0,0,0,0,0
"LINESTRING (139.9452074 35.6846156,139.9552489 35.69122798,139.9562825 35.7018296,139.9591439 35.70665899)",千葉支社_京葉高谷支,千葉京葉高谷支,413,千葉支社,千葉,669,京葉高谷支,0,3000,2974.855246,0,0,0,0,0,0
"LINESTRING (140.157848925218 37.0903415363032,140.2751391 37.21477819,140.3644768 37.33462496,140.3834723 37.37796597,140.4011011 37.43761939,140.4298085 37.51154445,140.4686815 37.58552811,140.4754766 37.6582092,140.4726632 37.66786088,140.4554941 37.69830884,140.4534081 37.71166412,140.4584104 37.73834659,140.4587448 37.76174631,140.4602252 37.76976021,140.4856489 37.81202711,140.4989528 37.83190864,140.5364606 37.88007551,140.6457062 38.00992199,140.8721288 38.17992941,140.8773096 38.18790572,140.8816576 38.20095066,140.8832378 38.21794571,140.8862765 38.23032584,140.8941675 38.23890025,140.8915907 38.24758963,140.8824758 38.25553718,140.8820355 38.26090504,140.8835318 38.26428754,140.8945393 38.26886352,140.9113176 38.2713827,140.9445304 38.2905537,140.9541632 38.29813847,140.9651832 38.31297489,140.9681161 38.32060233,140.9688465 38.32867631,140.9589553 38.4953117,140.9616323 38.54647602,140.9699593 38.57916502,140.9741923 38.58846183,141.0076449 38.63581847,141.089284 38.77994981,141.111016602187 38.8486369739653)",東北本部_東北新幹線,仙台東北新幹線,213,東北本部,仙台,104,東北新幹線,0,676100,223374.0438,0,2458,2714,1602,6774,30.32581532
"LINESTRING (140.1707009 37.07885045,140.1732181 37.08183914,140.1744918 37.08800114,140.1824726 37.09243214,140.187764 37.10131951,140.1875325 37.1057088,140.1844554 37.11046188,140.1841465 37.11850246,140.1965482 37.13131598,140.2018491 37.13238339,140.2268265 37.12857056,140.2331153 37.12485487,140.2374607 37.12457155,140.2645733 37.14024839,140.2705102 37.14768997,140.2913754 37.15140309,140.2967848 37.15450083,140.3068947 37.18205689,140.3268058 37.20027735,140.3330939 37.23143763,140.3696493 37.28119491,140.3682546 37.29620669,140.3749326 37.30326017,140.378724 37.31912433,140.3738352 37.32711601,140.3740141 37.33419734,140.3669569 37.35148122,140.3799153 37.38416961,140.3875808 37.39303374,140.3972078 37.42544623,140.3960843 37.4288787,140.3916596 37.43284184,140.3909406 37.44007386,140.3875795 37.44769373,140.3813967 37.45390152,140.3808219 37.46018499,140.3776231 37.46634486,140.3991793 37.50088903,140.3993905 37.53869187,140.4064621 37.54999735,140.4063734 37.55709986,140.4145486 37.56433559,140.4163638 37.57321228,140.4227739 37.58371345,140.4320178 37.58868732,140.4541411 37.59181813,140.4611748 37.59754376,140.4705562 37.62145013,140.4835149 37.64631773,140.4835516 37.65621848,140.4816839 37.65943054,140.4810232 37.66016988,140.4776925 37.66383413,140.4770345 37.66455922,140.476362 37.66530004,140.4675528 37.66905992,140.4635987 37.67622465,140.4552993 37.67769403,140.4444159 37.68588688,140.4452765 37.69024121,140.4530693 37.70412501,140.4522089 37.71311019,140.4550024 37.71994644,140.4604913 37.74754455,140.4592904 37.76010521,140.4535047 37.77168395,140.4603648 37.7797819,140.4617066 37.78593474,140.4722289 37.79266386,140.4861002 37.80858305,140.4879416 37.81725733,140.5320807 37.87385692,140.5440559 37.88213255,140.5481214 37.88834351,140.5526046 37.89116909,140.5678083 37.89095886,140.5697077 37.89310936,140.5716065 37.90259166,140.5900304 37.91445063,140.6025304 37.92719507,140.6050328 37.93218786,140.6023739 37.9370504,140.6018548 37.94512516,140.6045117 37.95008674,140.6046991 37.95279107,140.604894 37.9536716,140.6091919 37.95780811,140.6215818 37.98103186,140.6281467 38.01108019,140.6359885 38.01991801,140.6417655 38.02973664,140.6581179 38.04030263,140.6718612 38.03610507,140.6806846 38.03714039,140.6867497 38.03320423,140.6911204 38.03232255,140.7059017 38.03702188,140.7297134 38.037335,140.7486769 38.05604594,140.7998586 38.06482893,140.8158489 38.08563616,140.8425424 38.08955386,140.8534703 38.09975377,140.8679298 38.11705302,140.8861881 38.15590893,140.8830822 38.16824175,140.8820686 38.18534535,140.8834034 38.19338809,140.8832281 38.21678853,140.8866595 38.2309632,140.8935747 38.23687736,140.8945146 38.23940827,140.8920157 38.24726791,140.8827652 38.25517748,140.8834916 38.2647344,140.8999709 38.27093018,140.9122643 38.27196361,140.9297297 38.28214254,140.9495086 38.29935577,140.9582467 38.30151039,140.970098 38.29884139,140.9928167 38.30074877,141.005599 38.30436542,141.0093511 38.30873153,141.0103555 38.32113091,141.0226366 38.3276442,141.0340286 38.33657118,141.0376581 38.34588456,141.0428199 38.35293357,141.0577644 38.36394186,141.0576691 38.37353114,141.0656885 38.3798215,141.0672876 38.38390963,141.0646232 38.39537114,141.0653196 38.40514373,141.0734013 38.41492238,141.0738537 38.42548271,141.0758897 38.42762118,141.0777162 38.42869572,141.0823449 38.43151457,141.078626 38.42920877,141.0830119 38.43223006,141.0795303 38.42972767,141.0835718 38.433019,141.080439 38.43024847,141.0840874 38.43383557,141.0813859 38.43079991,141.0822489 38.43142915,141.0845978 38.43464993,141.0926424 38.44756251,141.099149 38.48141429,141.0975022 38.48471353,141.0888014 38.49047327,141.0870287 38.49652246,141.0652664 38.52613704,141.0584187 38.603495,141.0595062 38.61968636,141.0742235 38.65189944,141.0713865 38.67063248,141.0754813 38.6779822,141.0899689 38.68359264,141.0963338 38.6887633,141.0997615 38.69881779,141.1206082 38.71237973,141.1266134 38.7150182,141.1274881 38.71560123,141.1282251 38.71628339,141.1332546 38.72339603,141.1445657 38.748946,141.1494711 38.75387903,141.16678 38.78025588)",東北本部_東北本線,仙台東北本線,213,東北本部,仙台,461,東北本線,179700,424900,248569.2559,0,497,1779,201,2477,9.965029629
"LINESTRING (140.8864581 38.23004301,140.8970257 38.23929801,140.9123071 38.26252941,140.9134069 38.27218092,140.9278502 38.28093723)",東北本部_東北貨物線,仙台東北貨物線,213,東北本部,仙台,471,東北貨物線,348100,357000,7015.09527,0,0,0,0,0,0
"LINESTRING (141.0596619 38.37567607,141.0616412 38.37665685)",東北本部_松島接続線,仙台松島接続線,213,東北本部,仙台,472,松島接続線,374800,375000,207.0118464,0,0,0,0,0,0
"LINESTRING (140.9549256 38.30083872,140.9588848 38.30250533,140.9845411 38.32907505)",東北本部_東北利府線,仙台東北利府線,213,東北本部,仙台,473,東北利府線,360300,364400,4104.563268,0,0,0,0,0,0
"LINESTRING (140.9204473 37.89279578,140.9125203 37.90968413,140.9028329 37.92078783,140.8984055 37.93003962,140.8991451 37.94519483,140.8918442 37.9573516,140.8863826 37.97483794,140.8923582 37.99119676,140.8925232 37.99208554,140.8917519 37.99672684,140.8914923 37.99757836,140.8925754 37.9929829,140.8912327 37.99843143,140.8925146 37.99387992,140.8909197 37.99934333,140.8923411 37.99476769,140.8906528 38.00021813,140.8920832 37.99564285,140.890386 38.00109246,140.8918162 37.99651632,140.8901171 38.00196786,140.889308 38.00462132,140.8880113 38.00899596,140.8877103 38.00984404,140.8797929 38.02282959,140.8677417 38.03101213,140.8578282 38.04518741,140.8512447 38.0954154,140.8634347 38.11148379)",東北本部_常磐線,仙台常磐線,213,東北本部,仙台,481,常磐線,317200,343000,31519.72239,0,7,118,0,125,3.965770969
"LINESTRING (140.3803453 37.34216006,140.3735916 37.34165023,140.3700209 37.34358833,140.3670825 37.35043117,140.3688345 37.35652776)",東北本部_水郡線,仙台水郡線,213,東北本部,仙台,487,水郡線,135000,137500,2501.855719,0,0,10,0,10,3.997033052
"LINESTRING (139.929961 37.50846024,139.9275338 37.50548183,139.9182999 37.50049593,139.9144691 37.49205046,139.9137153 37.47946826,139.907422 37.46886372,139.9049003 37.4671163,139.8825087 37.46109776,139.8370639 37.47199638,139.8352352 37.47417338,139.8287485 37.49609792,139.827902 37.55371086,139.8246795 37.55600751,139.8016188 37.56041457,139.7998316 37.56256508,139.7984271 37.57142876,139.7909212 37.57243406,139.7838603 37.56811176,139.7778658 37.56155035,139.7741132 37.55419892,139.7678181 37.5552475,139.7628208 37.55340021,139.7572263 37.55354043,139.7453958 37.54828507,139.726891 37.54458812,139.7243507 37.54166755,139.723581 37.53727732,139.7283893 37.53141672,139.727804 37.5278784,139.7228117 37.52443949,139.7216892 37.52104668,139.7131914 37.51969299,139.7078012 37.5139507,139.7043897 37.49932106,139.6955755 37.49274803,139.6843262 37.49299275,139.6746134 37.49063436,139.6688265 37.48220739,139.659211 37.4801833,139.6489066 37.47196854,139.6358551 37.46661279,139.6277001 37.46046314,139.6224906 37.45896492,139.6184221 37.46046741,139.6016416 37.46075113,139.5979055 37.46270897,139.5931153 37.47085457,139.5870466 37.47723896,139.5728701 37.47931346,139.5688668 37.48535906,139.558316 37.48270053,139.5461565 37.48334646,139.5348849 37.47994631,139.5305177 37.46714611,139.5309839 37.45748616,139.5238275 37.45514741,139.5152029 37.45565969,139.5088691 37.44830937,139.4959143 37.44313349,139.4934514 37.43816149,139.4839036 37.42818797,139.4847751 37.41880835,139.4722507 37.41060367,139.4728979 37.40175981,139.4714081 37.39942312,139.454058 37.39574971,139.448332 37.3930299,139.4395351 37.39400012,139.4264991 37.38892985,139.3984224 37.39723916,139.3615739 37.39868554,139.3536838 37.39236107,139.3456725 37.38945407,139.3414199 37.37951168,139.3326812 37.381441,139.3282732 37.37735097,139.3176248 37.37248108,139.3174412 37.36993839,139.320687 37.36640952,139.318992 37.35663921,139.3101392 37.34422034,139.2943133 37.33757891,139.2610641 37.31749767,139.2493343 37.31918385)",東北本部_只見線,仙台只見線,213,東北本部,仙台,511,只見線,0,95600,95528.54239,1,33,36,211,280,2.931061157
"LINESTRING (140.8828177 38.26086597,140.8839202 38.26496091,140.8963578 38.26921683,140.8968581 38.27249037,140.8881552 38.27681531,140.8740299 38.28002392,140.8587491 38.2860358,140.8475283 38.28444011,140.8442163 38.2808844,140.8399894 38.27971027,140.8369871 38.27597859,140.8295014 38.27404704,140.821325 38.26919996,140.8156709 38.26898661,140.8108534 38.27114073,140.8020306 38.27065174,140.7961292 38.27320893,140.7766954 38.27379065,140.7256541 38.27042727,140.6962418 38.28028373,140.6862924 38.28897533,140.6853589 38.29417637,140.6780997 38.29990051,140.6664036 38.30346401,140.6576213 38.31017641,140.6378544 38.3186254,140.6235465 38.31620562,140.6216229 38.31046278,140.6152134 38.30901003,140.609183 38.31410748,140.6015459 38.32601826,140.5824719 38.32713721,140.5708463 38.33059645,140.5608363 38.32964505,140.4969344 38.33306192,140.4851991 38.33044786,140.4819771 38.32799206,140.4708728 38.32678568,140.4619056 38.32140154,140.45412 38.32041775,140.4350194 38.30963058,140.4066621 38.30847207,140.3913877 38.29950469,140.3739277 38.30281717,140.3438113 38.29190974,140.3421605 38.28790404)",東北本部_仙山線,仙台仙山線,213,東北本部,仙台,524,仙山線,0,57900,57795.9659,1,481,700,120,1301,22.5102216
